23.251.102.74 - - [12/Aug/2022:01:34:16 +0530] "GET / HTTP/1.1" 404 685
45.227.254.51 - - [12/Aug/2022:03:02:38 +0530] "-" 400 -
45.227.254.51 - - [12/Aug/2022:03:02:38 +0530] "-" 400 -
45.227.254.51 - - [12/Aug/2022:03:02:39 +0530] "-" 400 -
111.7.96.148 - - [12/Aug/2022:03:55:03 +0530] "GET / HTTP/1.1" 400 1925
111.7.96.148 - - [12/Aug/2022:03:55:04 +0530] "-" 400 -
205.185.121.69 - - [12/Aug/2022:03:55:25 +0530] "GET / HTTP/1.1" 404 685
205.185.122.184 - - [12/Aug/2022:03:55:31 +0530] "GET / HTTP/1.1" 404 685
205.185.116.25 - - [12/Aug/2022:03:55:35 +0530] "GET /favicon.ico HTTP/1.1" 404 685
192.241.219.222 - - [12/Aug/2022:05:20:13 +0530] "-" 400 -
192.241.215.230 - - [12/Aug/2022:05:20:15 +0530] "-" 400 -
162.142.125.7 - - [12/Aug/2022:07:13:51 +0530] "GET /api HTTP/1.1" 404 685
162.142.125.7 - - [12/Aug/2022:07:13:52 +0530] "-" 400 -
162.142.125.7 - - [12/Aug/2022:07:13:54 +0530] "GET / HTTP/1.1" 404 685
162.142.125.7 - - [12/Aug/2022:07:13:55 +0530] "GET / HTTP/1.1" 404 685
192.241.219.219 - - [12/Aug/2022:08:47:49 +0530] "-" 400 -
192.241.220.120 - - [12/Aug/2022:08:48:04 +0530] "GET / HTTP/1.1" 404 685
106.75.2.164 - - [12/Aug/2022:09:54:10 +0530] "GET / HTTP/1.1" 404 685
106.75.2.164 - - [12/Aug/2022:09:54:12 +0530] "GET /favicon.ico HTTP/1.1" 404 685
106.75.2.164 - - [12/Aug/2022:09:54:13 +0530] "GET /robots.txt HTTP/1.1" 404 685
106.75.2.164 - - [12/Aug/2022:09:54:13 +0530] "GET /sitemap.xml HTTP/1.1" 404 685
194.165.16.73 - - [12/Aug/2022:09:59:34 +0530] "-" 400 -
194.165.16.73 - - [12/Aug/2022:09:59:34 +0530] "-" 400 -
194.165.16.73 - - [12/Aug/2022:09:59:35 +0530] "-" 400 -
45.134.144.140 - - [12/Aug/2022:13:10:07 +0530] "GET ///remote/fgt_lang?lang=/../../../..//////////dev/ HTTP/1.1" 404 685
185.7.214.117 - - [12/Aug/2022:16:55:40 +0530] "GET / HTTP/1.1" 404 685
194.165.16.71 - - [12/Aug/2022:17:03:28 +0530] "-" 400 -
194.165.16.71 - - [12/Aug/2022:17:03:28 +0530] "-" 400 -
194.165.16.71 - - [12/Aug/2022:17:03:28 +0530] "-" 400 -
185.7.214.117 - - [12/Aug/2022:17:06:27 +0530] "POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 685
185.7.214.117 - - [12/Aug/2022:17:26:59 +0530] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 685
185.7.214.117 - - [12/Aug/2022:17:37:55 +0530] "GET null HTTP/1.1" 400 2256
162.221.192.26 - - [12/Aug/2022:17:39:43 +0530] "GET / HTTP/1.1" 404 685
185.7.214.117 - - [12/Aug/2022:17:47:47 +0530] "GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1" 404 685
185.7.214.117 - - [12/Aug/2022:18:02:07 +0530] "POST /mifs/.;/services/LogService HTTP/1.1" 404 685
185.7.214.117 - - [12/Aug/2022:18:36:31 +0530] "GET /_ignition/execute-solution HTTP/1.1" 404 685
185.7.214.117 - - [12/Aug/2022:18:48:45 +0530] "GET / HTTP/1.1" 404 685
185.7.214.117 - - [12/Aug/2022:18:59:51 +0530] "GET / HTTP/1.1" 404 685
185.7.214.117 - - [12/Aug/2022:19:15:57 +0530] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 798
185.7.214.117 - - [12/Aug/2022:19:25:24 +0530] "GET / HTTP/1.1" 404 685
185.7.214.117 - - [12/Aug/2022:19:40:20 +0530] "GET /actuator/gateway/routes HTTP/1.1" 404 685
52.207.52.237 - - [12/Aug/2022:19:41:27 +0530] "GET /99vt HTTP/1.1" 404 685
52.207.52.237 - - [12/Aug/2022:19:41:27 +0530] "GET / HTTP/1.1" 404 685
52.207.52.237 - - [12/Aug/2022:19:41:28 +0530] "GET /robots.txt HTTP/1.1" 404 685
52.207.52.237 - - [12/Aug/2022:19:41:28 +0530] "GET /robots.txt HTTP/1.1" 404 685
52.207.52.237 - - [12/Aug/2022:19:41:28 +0530] "GET /99vu HTTP/1.1" 404 685
64.39.98.83 - - [12/Aug/2022:19:50:04 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:05 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:05 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:06 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:06 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:10 +0530] "GET / HTTP/1.0" 404 685
64.39.98.83 - - [12/Aug/2022:19:50:11 +0530] "GET / HTTP/1.0" 404 685
64.39.98.83 - - [12/Aug/2022:19:50:12 +0530] "GET / HTTP/1.0" 404 685
64.39.98.83 - - [12/Aug/2022:19:50:15 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:17 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:17 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:17 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:18 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:18 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:18 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:18 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:18 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:18 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:19 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:19 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:19 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:19 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:19 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:20 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:20 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:20 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:21 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:21 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:22 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:22 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:23 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:23 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:23 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:24 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:24 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:25 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:25 +0530] "-" 400 -
64.39.98.83 - - [12/Aug/2022:19:50:26 +0530] "-" 400 -
