185.156.72.51 - - [22/Aug/2022:02:31:38 +0530] "GET / HTTP/1.1" 404 685
162.0.208.183 - - [22/Aug/2022:02:42:16 +0530] "GET /remote/fgt_lang?lang=/../../../..//////////dev/cmdb/sslvpn_websession HTTP/1.1" 404 685
192.241.206.34 - - [22/Aug/2022:05:33:38 +0530] "-" 400 -
192.241.214.241 - - [22/Aug/2022:05:33:51 +0530] "-" 400 -
162.0.208.183 - - [22/Aug/2022:08:20:26 +0530] "GET /remote/fgt_lang?lang=/../../../..//////////dev/cmdb/sslvpn_websession HTTP/1.1" 404 685
192.241.220.174 - - [22/Aug/2022:09:19:28 +0530] "-" 400 -
192.241.209.114 - - [22/Aug/2022:09:19:34 +0530] "GET / HTTP/1.1" 404 685
185.7.214.117 - - [22/Aug/2022:10:04:43 +0530] "GET / HTTP/1.1" 404 685
185.7.214.117 - - [22/Aug/2022:10:06:51 +0530] "POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 685
80.82.77.139 - - [22/Aug/2022:10:22:27 +0530] "GET / HTTP/1.1" 404 685
80.82.77.139 - - [22/Aug/2022:10:22:28 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:29 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:29 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:30 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:30 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:30 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:31 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:31 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:31 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:32 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:32 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:32 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:33 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:33 +0530] "-" 400 -
80.82.77.139 - - [22/Aug/2022:10:22:40 +0530] "GET /robots.txt HTTP/1.1" 404 685
80.82.77.139 - - [22/Aug/2022:10:22:41 +0530] "GET /sitemap.xml HTTP/1.1" 404 685
80.82.77.139 - - [22/Aug/2022:10:22:45 +0530] "GET /.well-known/security.txt HTTP/1.1" 404 685
80.82.77.139 - - [22/Aug/2022:10:22:45 +0530] "GET /favicon.ico HTTP/1.1" 404 685
80.82.77.139 - - [22/Aug/2022:10:22:48 +0530] "-" 400 -
178.184.113.92 - - [22/Aug/2022:13:39:50 +0530] "GET /remote/fgt_lang?lang=/../../../..//////////dev/cmdb/sslvpn_websession HTTP/1.1" 404 685
162.0.208.183 - - [22/Aug/2022:13:43:45 +0530] "GET /remote/fgt_lang?lang=/../../../..//////////dev/cmdb/sslvpn_websession HTTP/1.1" 404 685
107.182.129.185 - - [22/Aug/2022:13:50:07 +0530] "-" 400 -
107.182.129.185 - - [22/Aug/2022:13:50:07 +0530] "GET /manager/html HTTP/1.1" 404 685
159.223.93.227 - - [22/Aug/2022:18:21:31 +0530] "-" 400 -
128.14.209.162 - - [22/Aug/2022:18:56:40 +0530] "GET / HTTP/1.1" 404 685
162.0.208.183 - - [22/Aug/2022:19:02:44 +0530] "GET /remote/fgt_lang?lang=/../../../..//////////dev/cmdb/sslvpn_websession HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:53 +0530] "GET /.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:53 +0530] "GET /config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:53 +0530] "GET /git/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:53 +0530] "GET /git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:54 +0530] "GET /src/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:54 +0530] "GET /src/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:54 +0530] "GET /source/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:54 +0530] "GET /source/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:54 +0530] "GET /sources/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:54 +0530] "GET /sources/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:55 +0530] "GET /admin/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:55 +0530] "GET /admin/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:55 +0530] "GET /api/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:55 +0530] "GET /api/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:55 +0530] "GET /rest/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:56 +0530] "GET /rest/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:56 +0530] "GET /backend/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:56 +0530] "GET /backend/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:56 +0530] "GET /svc/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:56 +0530] "GET /svc/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:56 +0530] "GET /service/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:57 +0530] "GET /service/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:57 +0530] "GET /services/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:57 +0530] "GET /services/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:57 +0530] "GET /app/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:57 +0530] "GET /app/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:57 +0530] "GET /data/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:58 +0530] "GET /data/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:58 +0530] "GET /bak/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:58 +0530] "GET /bak/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:58 +0530] "GET /backup/.git/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:58 +0530] "GET /backup/config HTTP/1.1" 404 685
79.142.73.233 - - [22/Aug/2022:19:45:58 +0530] "GET /test/.git/config HTTP/1.1" 404 685
