185.7.214.104 - - [01/Aug/2022:00:01:09 +0530] "GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1" 404 685
185.7.214.104 - - [01/Aug/2022:00:16:41 +0530] "POST /mifs/.;/services/LogService HTTP/1.1" 404 685
185.7.214.104 - - [01/Aug/2022:00:20:08 +0530] "GET /console/ HTTP/1.1" 404 685
185.7.214.104 - - [01/Aug/2022:00:38:59 +0530] "POST /Autodiscover/Autodiscover.xml HTTP/1.1" 404 685
45.154.255.140 - - [01/Aug/2022:00:39:38 +0530] "-" 400 -
45.154.255.140 - - [01/Aug/2022:00:39:42 +0530] "-" 400 -
45.154.255.140 - - [01/Aug/2022:00:39:50 +0530] "-" 400 -
185.7.214.104 - - [01/Aug/2022:00:46:36 +0530] "GET /_ignition/execute-solution HTTP/1.1" 404 685
185.7.214.104 - - [01/Aug/2022:00:57:39 +0530] "GET / HTTP/1.1" 404 685
185.7.214.104 - - [01/Aug/2022:01:07:00 +0530] "GET / HTTP/1.1" 404 685
185.7.214.104 - - [01/Aug/2022:01:18:02 +0530] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 798
185.7.214.104 - - [01/Aug/2022:01:43:43 +0530] "GET / HTTP/1.1" 404 685
185.7.214.104 - - [01/Aug/2022:02:06:23 +0530] "GET /actuator/gateway/routes HTTP/1.1" 404 685
161.35.238.241 - - [01/Aug/2022:03:42:10 +0530] "-" 400 -
192.241.213.68 - - [01/Aug/2022:05:16:12 +0530] "-" 400 -
192.241.214.114 - - [01/Aug/2022:05:25:54 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:04:37 +0530] "GET / HTTP/1.1" 404 685
65.49.20.68 - - [01/Aug/2022:07:04:52 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:03 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:18 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:18 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:19 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:19 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:19 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:20 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:20 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:21 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:21 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:05:21 +0530] "-" 400 -
65.49.20.68 - - [01/Aug/2022:07:06:02 +0530] "-" 400 -
45.134.144.140 - - [01/Aug/2022:08:35:24 +0530] "GET ///remote/fgt_lang?lang=/../../../..//////////dev/ HTTP/1.1" 404 685
192.241.220.10 - - [01/Aug/2022:08:41:54 +0530] "-" 400 -
192.241.206.34 - - [01/Aug/2022:08:42:00 +0530] "GET / HTTP/1.1" 404 685
167.172.240.54 - - [01/Aug/2022:10:03:42 +0530] "-" 400 -
167.172.240.54 - - [01/Aug/2022:10:03:42 +0530] "-" 400 -
167.172.240.54 - - [01/Aug/2022:10:03:43 +0530] "-" 400 -
167.172.240.54 - - [01/Aug/2022:10:03:43 +0530] "-" 400 -
167.172.240.54 - - [01/Aug/2022:10:03:43 +0530] "-" 400 -
167.172.240.54 - - [01/Aug/2022:10:03:44 +0530] "-" 400 -
167.172.240.54 - - [01/Aug/2022:10:03:44 +0530] "-" 400 -
167.172.240.54 - - [01/Aug/2022:10:03:45 +0530] "-" 400 -
167.172.240.54 - - [01/Aug/2022:10:03:45 +0530] "-" 400 -
167.172.240.54 - - [01/Aug/2022:10:03:46 +0530] "-" 400 -
10.162.107.57 - - [01/Aug/2022:12:53:53 +0530] "POST /ipaympi/mpi.jsp HTTP/1.1" 200 3774
162.158.48.72 - - [01/Aug/2022:12:54:07 +0530] "POST /ipaympi/mpi.jsp HTTP/1.1" 200 28193
162.158.48.130 - - [01/Aug/2022:12:54:07 +0530] "GET /ipaympi/asset/style.css HTTP/1.1" 304 -
162.158.227.182 - - [01/Aug/2022:12:54:07 +0530] "GET /ipaympi/asset/js/bootstrap.min.js HTTP/1.1" 304 -
162.158.48.120 - - [01/Aug/2022:12:54:07 +0530] "GET /ipaympi/asset/js/jquery.min.js HTTP/1.1" 304 -
162.158.48.104 - - [01/Aug/2022:12:54:07 +0530] "GET /ipaympi/asset/css/bootstrap.min.css HTTP/1.1" 304 -
162.158.235.69 - - [01/Aug/2022:12:54:07 +0530] "GET /ipaympi/asset/js/lottie.min.js HTTP/1.1" 304 -
162.158.235.41 - - [01/Aug/2022:12:54:07 +0530] "GET /ipaympi/asset/images/CredoPay_Logo.svg HTTP/1.1" 304 -
162.158.235.63 - - [01/Aug/2022:12:54:07 +0530] "GET /ipaympi/asset/js/script.js HTTP/1.1" 304 -
162.158.227.230 - - [01/Aug/2022:12:54:07 +0530] "GET /ipaympi/asset/images/cub.png HTTP/1.1" 304 -
162.158.48.128 - - [01/Aug/2022:12:54:08 +0530] "GET /ipaympi/asset/fonts/ubuntu-v20-latin-500.woff2 HTTP/1.1" 304 -
162.158.235.5 - - [01/Aug/2022:12:54:08 +0530] "GET /ipaympi/asset/fonts/ubuntu-v20-latin-regular.woff2 HTTP/1.1" 304 -
10.162.107.57 - - [01/Aug/2022:12:56:54 +0530] "POST /ipaympi/mpi.jsp HTTP/1.1" 200 3771
172.70.218.134 - - [01/Aug/2022:12:57:44 +0530] "POST /ipaympi/mpi.jsp HTTP/1.1" 200 28186
128.14.133.58 - - [01/Aug/2022:14:30:46 +0530] "GET / HTTP/1.1" 404 685
143.198.112.43 - - [01/Aug/2022:16:29:20 +0530] "-" 400 -
192.241.221.236 - - [01/Aug/2022:17:21:28 +0530] "-" 400 -
192.241.212.108 - - [01/Aug/2022:17:21:29 +0530] "-" 400 -
10.162.107.57 - - [01/Aug/2022:18:26:27 +0530] "POST /ipaympi/mpi.jsp HTTP/1.1" 200 28041
10.162.107.57 - - [01/Aug/2022:18:29:28 +0530] "POST /ipaympi/mpi.jsp HTTP/1.1" 200 3718
172.70.219.59 - - [01/Aug/2022:18:29:48 +0530] "POST /ipaympi/mpi.jsp HTTP/1.1" 200 28156
172.70.218.42 - - [01/Aug/2022:18:29:48 +0530] "GET /ipaympi/asset/js/bootstrap.min.js HTTP/1.1" 200 60055
172.70.218.176 - - [01/Aug/2022:18:29:48 +0530] "GET /ipaympi/asset/css/bootstrap.min.css HTTP/1.1" 200 193529
172.70.218.138 - - [01/Aug/2022:18:29:48 +0530] "GET /ipaympi/asset/js/jquery.min.js HTTP/1.1" 200 89501
172.70.218.32 - - [01/Aug/2022:18:29:48 +0530] "GET /ipaympi/asset/style.css HTTP/1.1" 200 22801
172.70.219.79 - - [01/Aug/2022:18:29:49 +0530] "GET /ipaympi/asset/js/lottie.min.js HTTP/1.1" 200 304729
172.70.218.236 - - [01/Aug/2022:18:29:49 +0530] "GET /ipaympi/asset/js/script.js HTTP/1.1" 200 92334
172.70.218.214 - - [01/Aug/2022:18:29:49 +0530] "GET /ipaympi/asset/images/CredoPay_Logo.svg HTTP/1.1" 200 26470
172.70.219.25 - - [01/Aug/2022:18:29:49 +0530] "GET /ipaympi/asset/images/cub.png HTTP/1.1" 200 29203
172.70.218.108 - - [01/Aug/2022:18:29:50 +0530] "GET /ipaympi/asset/fonts/ubuntu-v20-latin-500.woff2 HTTP/1.1" 200 30480
172.70.218.238 - - [01/Aug/2022:18:29:50 +0530] "GET /ipaympi/asset/fonts/ubuntu-v20-latin-regular.woff2 HTTP/1.1" 200 34852
163.125.211.187 - - [01/Aug/2022:18:32:35 +0530] "-" 400 -
128.14.133.58 - - [01/Aug/2022:20:02:41 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:04:36 +0530] "-" 400 -
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 3098
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 -
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 2826
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 -
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 1964
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 -
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 3120
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 -
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 2070
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 2196
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 4752
10.162.107.28 - - [01/Aug/2022:20:05:25 +0530] "-" 400 4740
10.162.107.28 - - [01/Aug/2022:20:05:35 +0530] "-" 400 2330
10.162.107.28 - - [01/Aug/2022:20:05:35 +0530] "GET / HTTP/1.0" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:36 +0530] "-" 400 2108
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.0" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "-" 400 -
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "POST /sdk HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "-" 400 2202
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "POST /sdk HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "-" 400 2108
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "t3s 12.2.1 " 400 798
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "t3 12.2.1 " 400 798
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET /html/nhome.html HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET /api/hpe-restapi.json HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET /html/nhome.html HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:37 +0530] "GET /api/hpe-restapi.json HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:38 +0530] "-" 400 2184
10.162.107.28 - - [01/Aug/2022:20:05:38 +0530] "-" 400 2184
10.162.107.28 - - [01/Aug/2022:20:05:48 +0530] "-" 400 2014
10.162.107.28 - - [01/Aug/2022:20:05:48 +0530] "-" 400 2014
10.162.107.28 - - [01/Aug/2022:20:05:49 +0530] "-" 400 2108
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET /favicon2.iso HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET /favicon.iso HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET /favicon2.iso HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET /favicon.iso HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET /properties/description.dhtml HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET /properties/configuration.php?tab=Status HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET /header.php?tab=status HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:56 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /properties/description.dhtml HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /properties/configuration.php?tab=Status HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /header.php?tab=status HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /aboutprinter.html HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /properties/configuration.php?tab=Status HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /aboutprinter.html HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /properties/configuration.php?tab=Status HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "-" 400 1954
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "HEAD / null" 400 -
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "HEAD / HTTP/1.0" 404 -
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "HEAD / HTTP/1.1" 404 -
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "-" 400 1954
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "HEAD / null" 400 -
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "HEAD / HTTP/1.0" 404 -
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "HEAD / HTTP/1.1" 404 -
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /login.php HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /this_server/all_settings.shtml HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /authenticate/login HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /start.js HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /tmui/ HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:57 +0530] "GET /login HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /netmri/config/userAdmin/login.tdf HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /scgi-bin/platform.cgi HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /admin/login.do HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /en/main.js HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /mgmt/login?dest=%2Fmgmt%2Fgui%3Fp%3Dhome&reason=&username= HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /dms2/Login.jsp HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /login HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /home.htm HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /sws/data/sws_data.js HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /wcd/system.xml HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /js/Device.js HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /ptz.htm HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /admin/login.jsp HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:58 +0530] "GET /loginMsg.js HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /login.php HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /this_server/all_settings.shtml HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /authenticate/login HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GNUTELLA CONNECT/0.6 " 400 798
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GNUTELLA CONNECT/0.4 " 400 798
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /start.js HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GNUTELLA CONNECT/0.6 " 400 798
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /tmui/ HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GNUTELLA CONNECT/0.4 " 400 798
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /login HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /netmri/config/userAdmin/login.tdf HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /scgi-bin/platform.cgi HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /admin/login.do HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /en/main.js HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /mgmt/login?dest=%2Fmgmt%2Fgui%3Fp%3Dhome&reason=&username= HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /dms2/Login.jsp HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /login HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /home.htm HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /sws/data/sws_data.js HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /wcd/system.xml HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /login.html HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /js/Device.js HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /ptz.htm HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /admin/login.jsp HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /loginMsg.js HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /login.html HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /Home.do HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "GET /Home.do HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:05:59 +0530] "Secure * null" 400 1849
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "Secure * null" 400 1849
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "some invalid null" 400 1842
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "some invalid null" 400 1842
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET /check_proxy.html HTTP/1.0" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET /check_proxy.html HTTP/1.0" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET /admin_ui/mas/ent/login.html HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET / HTTP/1.1" 400 765
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET /admin_ui/mas/ent/login.html HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET // HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET /intruvert/jsp/admin/Login.jsp HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:00 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /intruvert/jsp/admin/Login.jsp HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET // HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /commoncgi/servlet/CCGIServlet?ApHost=PDT_InterScan_NT&CGIAlias=PDT_InterScan_NT&File=logout.htm HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /commoncgi/servlet/CCGIServlet?ApHost=PDT_InterScan_NT&CGIAlias=PDT_InterScan_NT&File=logout.htm HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /xmldata?item=All HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /upnp/BasicDevice.xml HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /xmldata?item=All HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /upnp/BasicDevice.xml HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /MSWSMTP/Common/Authentication/Logon.aspx HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /MSWSMTP/Common/Authentication/Logon.aspx HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /robots.txt HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /sitemap.xml HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /.cobalt HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /admin.back HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /file HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET /wavemaster.internal HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:01 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:02 +0530] "EIZDWN / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:02 +0530] "GET / HTTP/1.1" 404 685
10.162.107.28 - - [01/Aug/2022:20:06:02 +0530] "GET /robots.txt HTTP/1.1" 404 685
